Input.id,Input.query,annotations_list,gui_indexes_list,relevance,occurances
6,Main screen,"[(2, 2, 2), (1, 0, 0), (1, 2, 0), (2, 2, 0), (0, 0, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 2, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (2, 2, 2), (2, 0, 0), (0, 2, 0), (0, 2, 2), (0, 0, 2), (0, 2, 2), (0, 0, 0), (1, 0, 1), (0, 2, 2), (2, 0, 2), (0, 2, 2), (1, 0, 0), (1, 0, 2), (1, 0, 2), (0, 2, 0)]","[68694, 25322, 6156, 63907, 16479, 6157, 45674, 61366, 18902, 49331, 31436, 23202, 21131, 26311, 18898, 21133, 61757, 18895, 7601, 70129, 12134, 67072, 5513, 18821, 15769, 26307, 3882, 8734, 18579, 18897]","[2, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 2, 0, 2, 0, 1, 2, 2, 2, 0, 3, 3, 0]","[[0, 0, 3], [2, 1, 0], [1, 1, 1], [1, 0, 2], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [0, 0, 3], [2, 0, 1], [2, 0, 1], [1, 0, 2], [2, 0, 1], [1, 0, 2], [3, 0, 0], [1, 2, 0], [1, 0, 2], [1, 0, 2], [1, 0, 2], [2, 1, 0], [1, 1, 1], [1, 1, 1], [2, 0, 1]]"
6,how can i change this settings,"[(2, 1, 2), (0, 2, 2), (2, 0, 1), (0, 1, 1), (0, 0, 1), (0, 0, 1), (0, 2, 2), (0, 1, 2), (0, 0, 1), (0, 0, 2), (0, 2, 2), (0, 0, 1), (0, 2, 1), (0, 2, 1), (0, 0, 1), (2, 0, 0), (2, 1, 2), (0, 2, 0), (2, 2, 0), (0, 1, 0), (1, 1, 2), (2, 2, 2), (0, 2, 0), (0, 0, 0), (2, 0, 0), (1, 1, 0), (0, 0, 0), (0, 2, 2), (2, 0, 2), (0, 0, 0)]","[52964, 196, 40104, 21592, 27622, 57092, 32842, 66658, 71326, 9222, 66660, 61980, 43302, 20781, 51943, 9231, 51755, 50167, 48984, 44478, 71334, 44296, 30612, 9070, 16041, 49079, 50168, 9229, 19448, 42289]","[2, 2, 3, 1, 0, 0, 2, 3, 0, 0, 2, 0, 3, 3, 0, 0, 2, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 2, 2, 0]","[[0, 1, 2], [1, 0, 2], [1, 1, 1], [1, 2, 0], [2, 1, 0], [2, 1, 0], [1, 0, 2], [1, 1, 1], [2, 1, 0], [2, 0, 1], [1, 0, 2], [2, 1, 0], [1, 1, 1], [1, 1, 1], [2, 1, 0], [2, 0, 1], [0, 1, 2], [2, 0, 1], [1, 0, 2], [2, 1, 0], [0, 2, 1], [0, 0, 3], [2, 0, 1], [3, 0, 0], [2, 0, 1], [1, 2, 0], [3, 0, 0], [1, 0, 2], [1, 0, 2], [3, 0, 0]]"
7,Different Language choice keypad,"[(2, 1, 2), (0, 1, 0), (0, 1, 2), (0, 1, 0), (0, 1, 0), (0, 1, 1), (0, 1, 0), (0, 1, 2), (0, 1, 2), (0, 1, 2), (0, 0, 0), (0, 0, 0), (0, 1, 0), (1, 2, 2), (1, 1, 1), (0, 1, 1), (0, 1, 1), (1, 1, 1), (0, 1, 1), (0, 1, 1), (0, 1, 1), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 1), (0, 1, 1), (0, 0, 0), (0, 0, 0), (0, 1, 1), (0, 0, 0)]","[45339, 42980, 54715, 3441, 43322, 12740, 12738, 41268, 41266, 4625, 62582, 57308, 8986, 70112, 51560, 32389, 8976, 6738, 32383, 8975, 32384, 50948, 60557, 5816, 19767, 3432, 70977, 68329, 8977, 65888]","[2, 0, 3, 0, 0, 1, 0, 3, 3, 3, 0, 0, 0, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[[0, 1, 2], [2, 1, 0], [1, 1, 1], [2, 1, 0], [2, 1, 0], [1, 2, 0], [2, 1, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [0, 1, 2], [0, 3, 0], [1, 2, 0], [1, 2, 0], [0, 3, 0], [1, 2, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0]]"
8,Login with organitzation address and password,"[(2, 2, 2), (2, 1, 2), (2, 0, 2), (2, 2, 2), (2, 0, 2), (2, 0, 2), (2, 0, 2), (2, 2, 2), (2, 1, 2), (2, 1, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 0, 2), (2, 2, 2), (2, 2, 2), (1, 1, 1), (2, 0, 2), (2, 1, 1), (0, 1, 1), (0, 1, 2), (2, 1, 1), (1, 1, 1), (2, 0, 2), (0, 1, 0), (1, 2, 1), (2, 1, 2), (2, 1, 2), (0, 2, 1)]","[51947, 41251, 62173, 54590, 27703, 67820, 5870, 40540, 27869, 50046, 40561, 51165, 55806, 42256, 24026, 31245, 29662, 19323, 12823, 62256, 66505, 47489, 60077, 54742, 11634, 70266, 32077, 49245, 20231, 29607]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 3, 1, 1, 2, 0, 1, 2, 2, 3]","[[0, 0, 3], [0, 1, 2], [1, 0, 2], [0, 0, 3], [1, 0, 2], [1, 0, 2], [1, 0, 2], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 1, 2], [1, 0, 2], [0, 0, 3], [0, 0, 3], [0, 3, 0], [1, 0, 2], [0, 2, 1], [1, 2, 0], [1, 1, 1], [0, 2, 1], [0, 3, 0], [1, 0, 2], [2, 1, 0], [0, 2, 1], [0, 1, 2], [0, 1, 2], [1, 1, 1]]"
8,"app settings with permissions, notifications, phone numbers and about","[(0, 2, 2), (0, 2, 2), (0, 1, 1), (0, 1, 1), (0, 1, 0), (0, 0, 0), (2, 1, 1), (2, 1, 0), (0, 1, 1), (0, 1, 1), (2, 1, 0), (0, 1, 1), (0, 1, 1), (0, 1, 1), (0, 1, 1), (2, 0, 0), (0, 0, 1), (0, 0, 2), (1, 0, 0), (0, 0, 1), (0, 0, 2), (1, 0, 2), (1, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 2), (0, 0, 2), (0, 0, 0), (0, 0, 0)]","[46075, 41678, 22078, 21043, 26487, 62315, 71845, 46076, 41134, 72151, 41675, 51218, 35580, 38186, 18967, 25878, 13711, 58088, 50149, 22812, 58203, 36132, 47738, 68324, 9155, 61615, 32635, 9162, 2596, 3813]","[2, 2, 1, 1, 0, 0, 1, 3, 1, 1, 3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0]","[[1, 0, 2], [1, 0, 2], [1, 2, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [0, 2, 1], [1, 1, 1], [1, 2, 0], [1, 2, 0], [1, 1, 1], [1, 2, 0], [1, 2, 0], [1, 2, 0], [1, 2, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 0, 1], [1, 1, 1], [1, 2, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [2, 0, 1], [2, 0, 1], [3, 0, 0], [3, 0, 0]]"
8,top world news,"[(2, 2, 2), (1, 1, 1), (2, 2, 2), (1, 1, 1), (1, 0, 1), (0, 0, 0), (1, 1, 1), (2, 1, 2), (0, 0, 0), (0, 0, 0), (1, 2, 2), (1, 0, 1), (0, 1, 0), (1, 1, 2), (1, 1, 2), (0, 0, 1), (2, 2, 1), (2, 1, 1), (0, 2, 1), (2, 2, 1), (2, 1, 1), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 2, 1), (2, 2, 1), (2, 0, 0), (0, 2, 0), (0, 0, 0)]","[5167, 17016, 54133, 68865, 13190, 20714, 68874, 52844, 17024, 68765, 45532, 71379, 24930, 55604, 51825, 1570, 24925, 51821, 67051, 24927, 68818, 51830, 36173, 16515, 51819, 7751, 29637, 47131, 24928, 51823]","[2, 1, 2, 1, 1, 0, 1, 2, 0, 0, 2, 1, 0, 1, 1, 0, 2, 1, 3, 2, 1, 0, 2, 0, 0, 3, 2, 0, 0, 0]","[[0, 0, 3], [0, 3, 0], [0, 0, 3], [0, 3, 0], [1, 2, 0], [3, 0, 0], [0, 3, 0], [0, 1, 2], [3, 0, 0], [3, 0, 0], [0, 1, 2], [1, 2, 0], [2, 1, 0], [0, 2, 1], [0, 2, 1], [2, 1, 0], [0, 1, 2], [0, 2, 1], [1, 1, 1], [0, 1, 2], [0, 2, 1], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [1, 1, 1], [0, 1, 2], [2, 0, 1], [2, 0, 1], [3, 0, 0]]"
9,learning app,"[(0, 2, 0), (0, 2, 0), (0, 0, 0), (2, 2, 1), (0, 0, 1), (2, 2, 0), (2, 2, 0), (0, 0, 0), (0, 2, 0), (2, 2, 0), (2, 1, 2), (2, 2, 1), (2, 2, 2), (2, 2, 0), (2, 1, 2), (1, 2, 2), (0, 0, 0), (0, 2, 2), (0, 0, 2), (2, 2, 2), (0, 1, 2), (0, 0, 1), (0, 1, 2), (0, 2, 2), (1, 2, 2), (0, 0, 0), (0, 0, 2), (0, 0, 1), (0, 0, 0), (0, 2, 2)]","[28141, 31170, 39477, 60569, 13654, 28365, 35826, 41539, 35469, 11744, 48783, 54361, 47658, 58940, 39480, 17323, 7280, 39479, 57051, 54359, 19210, 48798, 31174, 60473, 62636, 13650, 57057, 11416, 41547, 28478]","[0, 0, 0, 2, 0, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0, 2, 3, 0, 3, 2, 2, 0, 0, 0, 0, 2]","[[2, 0, 1], [2, 0, 1], [3, 0, 0], [0, 1, 2], [2, 1, 0], [1, 0, 2], [1, 0, 2], [3, 0, 0], [2, 0, 1], [1, 0, 2], [0, 1, 2], [0, 1, 2], [0, 0, 3], [1, 0, 2], [0, 1, 2], [0, 1, 2], [3, 0, 0], [1, 0, 2], [2, 0, 1], [0, 0, 3], [1, 1, 1], [2, 1, 0], [1, 1, 1], [1, 0, 2], [0, 1, 2], [3, 0, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [1, 0, 2]]"
10,us immigration news,"[(2, 2, 2), (1, 1, 1), (2, 0, 1), (2, 0, 2), (1, 2, 1), (0, 0, 0), (2, 1, 2), (1, 2, 1), (1, 0, 1), (1, 0, 2), (1, 1, 1), (1, 0, 0), (0, 2, 1), (1, 2, 1), (1, 0, 0), (2, 0, 0), (2, 0, 0), (1, 2, 0), (2, 0, 0), (1, 2, 0), (1, 0, 0), (1, 0, 0), (2, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (1, 2, 0), (1, 0, 0)]","[18726, 69138, 54133, 16380, 69141, 71379, 16378, 69140, 68818, 43259, 69147, 16515, 54193, 69142, 50469, 5547, 69137, 43051, 10234, 20574, 68811, 11352, 47804, 1565, 38166, 20719, 68814, 19576, 13186, 68816]","[2, 1, 3, 2, 1, 0, 2, 1, 1, 3, 1, 0, 3, 1, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[[0, 0, 3], [0, 3, 0], [1, 1, 1], [1, 0, 2], [0, 2, 1], [3, 0, 0], [0, 1, 2], [0, 2, 1], [1, 2, 0], [1, 1, 1], [0, 3, 0], [2, 1, 0], [1, 1, 1], [0, 2, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [1, 1, 1], [2, 0, 1], [1, 1, 1], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 1, 0]]"
12,Dropdown options in ascending order,"[(0, 0, 0), (0, 2, 2), (2, 2, 2), (2, 2, 2), (0, 1, 2), (2, 0, 1), (2, 2, 1), (0, 2, 2), (2, 0, 1), (2, 0, 2), (0, 0, 1), (0, 0, 0), (2, 2, 2), (0, 0, 1), (0, 0, 0), (0, 0, 0), (2, 0, 1), (2, 2, 1), (0, 0, 0), (0, 0, 0), (2, 2, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 2), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[71586, 60196, 19732, 48009, 46017, 26453, 20776, 46249, 22917, 55037, 63752, 4065, 70807, 67049, 56425, 13332, 60202, 64632, 5706, 67029, 23854, 30021, 67044, 21544, 43628, 67033, 42127, 31085, 2516, 63158]","[0, 2, 2, 2, 3, 3, 2, 2, 3, 2, 0, 0, 2, 0, 0, 0, 3, 2, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0]","[[3, 0, 0], [1, 0, 2], [0, 0, 3], [0, 0, 3], [1, 1, 1], [1, 1, 1], [0, 1, 2], [1, 0, 2], [1, 1, 1], [1, 0, 2], [2, 1, 0], [3, 0, 0], [0, 0, 3], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [0, 1, 2], [3, 0, 0], [3, 0, 0], [0, 1, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
12,Search bar with attractive pictures as well as date and names,"[(1, 2, 1), (0, 0, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0), (1, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 2, 0), (2, 0, 2), (0, 0, 0), (0, 2, 0), (2, 0, 0), (0, 0, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0)]","[46612, 21610, 69441, 2666, 68511, 22948, 58536, 27805, 61133, 55186, 58223, 61134, 2681, 10414, 48580, 2678, 37200, 46570, 55906, 70054, 9978, 2667, 9788, 9970, 37211, 61131, 68562, 2686, 13189, 68513]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]","[[0, 2, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [1, 0, 2], [3, 0, 0], [2, 0, 1], [2, 0, 1], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0]]"
14,gaming tickets with account manager,"[(2, 1, 2), (0, 0, 0), (2, 1, 1), (2, 0, 1), (2, 2, 1), (0, 0, 1), (2, 0, 1), (2, 2, 1), (2, 2, 1), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (2, 2, 2), (0, 2, 0), (2, 2, 0), (1, 2, 2), (2, 2, 2), (1, 1, 1), (1, 2, 2), (2, 0, 1), (2, 0, 0), (2, 2, 2), (1, 0, 0), (2, 0, 0), (1, 2, 1), (0, 2, 2), (2, 0, 0), (2, 2, 0), (0, 0, 0)]","[39559, 60809, 24379, 24370, 47982, 36872, 21124, 8623, 2631, 22279, 33659, 22281, 22275, 12623, 31145, 22278, 12419, 9823, 22276, 67361, 12876, 21119, 12420, 12883, 21126, 57039, 53078, 43373, 46463, 12860]","[2, 0, 1, 3, 2, 0, 3, 2, 2, 0, 2, 0, 0, 2, 0, 2, 2, 2, 1, 2, 3, 0, 2, 0, 0, 1, 2, 0, 2, 0]","[[0, 1, 2], [3, 0, 0], [0, 2, 1], [1, 1, 1], [0, 1, 2], [2, 1, 0], [1, 1, 1], [0, 1, 2], [0, 1, 2], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 0, 3], [2, 0, 1], [1, 0, 2], [0, 1, 2], [0, 0, 3], [0, 3, 0], [0, 1, 2], [1, 1, 1], [2, 0, 1], [0, 0, 3], [2, 1, 0], [2, 0, 1], [0, 2, 1], [1, 0, 2], [2, 0, 1], [1, 0, 2], [3, 0, 0]]"
15,prompt to add a suite to  Wishlist,"[(1, 0, 2), (1, 0, 2), (2, 2, 2), (0, 0, 2), (0, 0, 1), (0, 0, 2), (1, 2, 2), (0, 0, 0), (1, 2, 2), (1, 2, 1), (1, 0, 1), (0, 0, 0), (1, 2, 2), (1, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 2, 2), (0, 0, 0), (0, 0, 0), (0, 1, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[18297, 35722, 19450, 42448, 4776, 42459, 16198, 32507, 42467, 42440, 71143, 15614, 33090, 42438, 16383, 15673, 42437, 23814, 19435, 22905, 8002, 24208, 61379, 64344, 52156, 37672, 19453, 52164, 12039, 23301]","[3, 3, 2, 0, 0, 0, 2, 0, 2, 1, 1, 0, 2, 3, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[[1, 1, 1], [1, 1, 1], [0, 0, 3], [2, 0, 1], [2, 1, 0], [2, 0, 1], [0, 1, 2], [3, 0, 0], [0, 1, 2], [0, 2, 1], [1, 2, 0], [3, 0, 0], [0, 1, 2], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
16,It display the Map with search bar,"[(2, 2, 2), (0, 0, 0), (0, 1, 1), (0, 2, 1), (0, 1, 0), (0, 2, 2), (0, 2, 0), (0, 0, 0), (0, 2, 2), (0, 2, 2), (0, 0, 0), (0, 2, 2), (0, 2, 1), (0, 1, 1), (2, 2, 2), (2, 2, 2), (1, 2, 1), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (2, 2, 2), (1, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 1), (2, 2, 2), (2, 0, 2), (1, 0, 0), (2, 2, 2)]","[61599, 65263, 52816, 25192, 49178, 25788, 25181, 32239, 60991, 58552, 32246, 46881, 7084, 43743, 60544, 66555, 52129, 9978, 66563, 54527, 9970, 48325, 62878, 14689, 28540, 29647, 60543, 25787, 30729, 62605]","[2, 0, 1, 3, 0, 2, 0, 0, 2, 2, 0, 2, 3, 1, 2, 2, 1, 0, 2, 0, 0, 2, 1, 1, 1, 1, 2, 2, 0, 2]","[[0, 0, 3], [3, 0, 0], [1, 2, 0], [1, 1, 1], [2, 1, 0], [1, 0, 2], [2, 0, 1], [3, 0, 0], [1, 0, 2], [1, 0, 2], [3, 0, 0], [1, 0, 2], [1, 1, 1], [1, 2, 0], [0, 0, 3], [0, 0, 3], [0, 2, 1], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 0, 3], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 0, 3], [1, 0, 2], [2, 1, 0], [0, 0, 3]]"
17,expandable side menu,"[(2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 1), (2, 2, 2), (2, 2, 2), (0, 0, 1), (2, 2, 2), (2, 2, 2), (1, 0, 1), (2, 2, 2), (2, 0, 1), (0, 0, 1), (2, 2, 2), (0, 1, 0), (2, 2, 0), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (2, 2, 2), (2, 2, 2)]","[12792, 57646, 22727, 22725, 55726, 5803, 30834, 20873, 58148, 4853, 61704, 69142, 24072, 55729, 58146, 71643, 13142, 39596, 24722, 18291, 39600, 49304, 59930, 39603, 55728, 59605, 8684, 20869, 20872, 68962]","[2, 0, 0, 0, 0, 2, 2, 0, 2, 2, 1, 2, 3, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2]","[[0, 0, 3], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [0, 0, 3], [0, 0, 3], [2, 1, 0], [0, 0, 3], [0, 0, 3], [1, 2, 0], [0, 0, 3], [1, 1, 1], [2, 1, 0], [0, 0, 3], [2, 1, 0], [1, 0, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 0, 3], [0, 0, 3], [0, 0, 3]]"
18,UI for reminder notes,"[(0, 1, 0), (0, 2, 0), (0, 1, 1), (0, 2, 2), (2, 2, 0), (0, 1, 1), (0, 0, 0), (0, 2, 1), (0, 2, 1), (2, 0, 2), (0, 0, 1), (0, 2, 1), (2, 1, 1), (2, 2, 1), (0, 2, 1), (2, 1, 2), (0, 2, 1), (0, 2, 0), (0, 2, 0), (0, 2, 1), (0, 2, 1), (2, 2, 2), (2, 2, 2), (2, 2, 1), (0, 0, 0), (2, 2, 2), (0, 2, 1), (0, 2, 0), (2, 2, 2), (0, 2, 1)]","[4413, 8015, 49750, 55536, 69847, 49751, 39237, 70904, 36055, 4685, 22570, 27338, 4692, 46399, 36054, 22492, 22502, 49748, 49756, 22490, 48722, 24870, 13728, 22210, 40348, 69899, 48720, 7636, 44224, 2341]","[0, 0, 1, 2, 2, 1, 0, 3, 3, 2, 0, 3, 1, 2, 3, 2, 3, 0, 0, 3, 3, 2, 2, 2, 0, 2, 3, 0, 2, 3]","[[2, 1, 0], [2, 0, 1], [1, 2, 0], [1, 0, 2], [1, 0, 2], [1, 2, 0], [3, 0, 0], [1, 1, 1], [1, 1, 1], [1, 0, 2], [2, 1, 0], [1, 1, 1], [0, 2, 1], [0, 1, 2], [1, 1, 1], [0, 1, 2], [1, 1, 1], [2, 0, 1], [2, 0, 1], [1, 1, 1], [1, 1, 1], [0, 0, 3], [0, 0, 3], [0, 1, 2], [3, 0, 0], [0, 0, 3], [1, 1, 1], [2, 0, 1], [0, 0, 3], [1, 1, 1]]"
18,alarm,"[(1, 0, 1), (2, 2, 2), (2, 0, 2), (2, 1, 2), (1, 0, 2), (1, 1, 1), (2, 1, 2), (2, 2, 2), (1, 1, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 0, 2), (0, 0, 1), (2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 1, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 2, 2), (2, 2, 0), (2, 1, 2), (2, 2, 2), (2, 1, 1), (2, 2, 2), (2, 1, 2), (2, 2, 0)]","[35918, 70077, 70076, 37140, 7397, 20279, 4399, 66744, 1869, 1877, 39501, 61405, 1199, 56055, 61409, 1201, 63252, 16065, 43218, 33936, 56069, 57386, 45208, 58608, 10127, 35931, 13428, 70514, 551, 1873]","[1, 2, 2, 2, 3, 1, 2, 2, 1, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2]","[[1, 2, 0], [0, 0, 3], [1, 0, 2], [0, 1, 2], [1, 1, 1], [0, 3, 0], [0, 1, 2], [0, 0, 3], [0, 2, 1], [0, 0, 3], [0, 0, 3], [0, 0, 3], [2, 0, 1], [2, 1, 0], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [1, 0, 2], [0, 1, 2], [0, 0, 3], [0, 2, 1], [0, 0, 3], [0, 1, 2], [1, 0, 2]]"
18,unknown album playlist,"[(2, 2, 2), (1, 2, 0), (1, 0, 0), (2, 2, 1), (1, 2, 1), (1, 2, 1), (1, 2, 0), (1, 2, 0), (1, 0, 0), (2, 0, 1), (1, 2, 1), (0, 0, 0), (2, 0, 1), (1, 2, 1), (1, 0, 0), (2, 0, 2), (2, 0, 1), (2, 0, 2), (0, 0, 1), (1, 0, 0), (2, 0, 1), (1, 0, 1), (2, 0, 1), (1, 0, 1), (1, 0, 2), (1, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 0)]","[39515, 23337, 63946, 29732, 23338, 4971, 47456, 17488, 45113, 53010, 55480, 37392, 39516, 55483, 58693, 64413, 17486, 12816, 27053, 58309, 5209, 18450, 27041, 34334, 44031, 18219, 55481, 56746, 18218, 56492]","[2, 3, 0, 2, 1, 1, 3, 3, 0, 3, 1, 0, 3, 1, 0, 2, 3, 2, 0, 0, 3, 1, 3, 1, 3, 1, 1, 1, 1, 0]","[[0, 0, 3], [1, 1, 1], [2, 1, 0], [0, 1, 2], [0, 2, 1], [0, 2, 1], [1, 1, 1], [1, 1, 1], [2, 1, 0], [1, 1, 1], [0, 2, 1], [3, 0, 0], [1, 1, 1], [0, 2, 1], [2, 1, 0], [1, 0, 2], [1, 1, 1], [1, 0, 2], [2, 1, 0], [2, 1, 0], [1, 1, 1], [1, 2, 0], [1, 1, 1], [1, 2, 0], [1, 1, 1], [1, 2, 0], [1, 2, 0], [1, 2, 0], [1, 2, 0], [2, 1, 0]]"
19,photo viewer,"[(2, 2, 2), (2, 2, 2), (0, 0, 0), (1, 2, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (1, 2, 0), (2, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 2, 2), (0, 0, 0), (0, 2, 2), (0, 0, 2), (0, 0, 0), (0, 0, 0), (0, 2, 2), (2, 0, 2), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 2), (0, 2, 2), (0, 0, 0), (0, 0, 2)]","[31048, 26125, 50872, 22827, 42957, 12629, 61005, 42724, 4132, 61003, 6610, 56331, 61006, 6604, 40262, 21844, 6607, 14944, 22998, 53621, 66813, 37209, 6753, 66811, 22996, 53619, 45812, 37221, 4246, 56333]","[2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 2, 0, 0]","[[0, 0, 3], [0, 0, 3], [3, 0, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [1, 1, 1], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 1, 2], [3, 0, 0], [1, 0, 2], [2, 0, 1], [3, 0, 0], [3, 0, 0], [1, 0, 2], [1, 0, 2], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 0, 1], [1, 0, 2], [3, 0, 0], [2, 0, 1]]"
